Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
114;26441;"Social Science Research";journal;"10960317, 0049089X";1,293;Q1;76;116;434;7997;1048;431;2,03;68,94;United States;"Elsevier Inc.";"1972-ongoing";"Education (Q1); Sociology and Political Science (Q1)"
115;15300154806;"Dementia";journal;"14713012";1,285;Q1;40;220;252;6537;635;227;2,93;29,71;United States;"SAGE Publications";"2002-ongoing";"History (Q1); Medicine (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
116;20537;"Journal of Behavioral Decision Making";journal;"08943257, 10990771";1,284;Q1;68;59;177;3346;346;177;2,01;56,71;United States;"John Wiley & Sons Inc.";"1988-ongoing";"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)"
117;21599;"Studies in American Political Development";journal;"14698692, 0898588X";1,284;Q1;23;14;35;909;38;34;1,05;64,93;United Kingdom;"Cambridge University Press";"1986-1987, 1989-ongoing";"History (Q1); Sociology and Political Science (Q1)"
118;18062;"Sociologia Ruralis";journal;"14679523, 00380199";1,282;Q1;73;48;100;2924;331;100;3,23;60,92;United Kingdom;"Blackwell Publishing Inc.";"1960, 1962-ongoing";"Sociology and Political Science (Q1)"
119;20000195019;"International Journal of the Commons";journal;"18750281";1,276;Q1;21;35;123;2307;300;121;2,10;65,91;United States;"International Association for the Study of the Commons";"2011-ongoing";"Sociology and Political Science (Q1)"
120;24829;"Journal of Political Philosophy";journal;"14679760, 09638016";1,275;Q1;58;31;77;1396;190;77;1,43;45,03;United Kingdom;"Blackwell Publishing Inc.";"1993-ongoing";"Philosophy (Q1); Sociology and Political Science (Q1)"
121;300147001;"European Journal of Social Theory";journal;"13684310";1,273;Q1;53;51;92;2926;240;88;2,00;57,37;United States;"SAGE Publications";"1998-ongoing";"Sociology and Political Science (Q1)"
122;144973;"Men and Masculinities";journal;"1097184X";1,271;Q1;49;69;85;2244;213;79;1,92;32,52;United States;"SAGE Publications";"1998-ongoing";"Gender Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)"
123;18084;"Sociological Forum";journal;"15737861, 08848971";1,270;Q1;54;57;170;3027;284;152;1,78;53,11;United States;"Wiley-Blackwell";"1986-ongoing";"Sociology and Political Science (Q1)"
124;30084;"Journal of Sex Research";journal;"00224499";1,258;Q1;92;134;288;8174;968;279;3,49;61,00;United Kingdom;"Taylor & Francis";"1965-ongoing";"Gender Studies (Q1); History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
125;14045;"Psychology, Public Policy, and Law";journal;"10768971";1,241;Q1;57;43;115;2760;273;113;2,59;64,19;United States;"American Psychological Association";"1995-ongoing";"Law (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
126;13857;"Housing, Theory and Society";journal;"16512278, 14036096";1,240;Q1;36;57;77;2236;139;71;1,87;39,23;United Kingdom;"Taylor & Francis";"1996-ongoing";"Development (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)"
127;15528;"Annals of the American Academy of Political and Social Science";journal;"00027162";1,231;Q1;88;93;272;3328;823;256;2,36;35,78;United States;"SAGE Publications";"1890-ongoing";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
128;25833;"International Political Science Review";journal;"01925121";1,231;Q1;46;63;129;2319;295;125;2,26;36,81;United States;"SAGE Publications";"1980-ongoing";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
129;5700165635;"Journal of Elections, Public Opinion and Parties";journal;"17457289";1,231;Q1;19;44;88;1705;133;80;1,63;38,75;United States;"Routledge";"2010-ongoing";"Sociology and Political Science (Q1)"
130;26867;"Millennium: Journal of International Studies";journal;"03058298";1,199;Q1;54;30;120;2128;206;115;1,91;70,93;United States;"SAGE Publications";"1971-ongoing";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
131;25158;"Global Governance";journal;"10752846";1,194;Q1;48;35;102;1543;172;90;1,76;44,09;United States;"Lynne Rienner Publishers";"1996-ongoing";"Environmental Science (miscellaneous) (Q1); Political Science and International Relations (Q1); Safety Research (Q1); Sociology and Political Science (Q1)"
132;5700166179;"Politics & Gender";journal;"1743923X, 17439248";1,188;Q1;33;65;116;2764;195;114;1,10;42,52;United Kingdom;"Cambridge University Press";"2005-ongoing";"Gender Studies (Q1); Sociology and Political Science (Q1)"
133;18699;"Theory, Culture and Society";journal;"02632764";1,183;Q1;98;74;202;2914;457;198;2,36;39,38;United States;"SAGE Publications";"1982-ongoing";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
134;200147101;"Studies in Conflict and Terrorism";journal;"1057610X";1,178;Q1;43;152;193;4692;474;167;2,63;30,87;United Kingdom;"Taylor & Francis";"1992-ongoing";"Political Science and International Relations (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Sociology and Political Science (Q1)"
135;110031;"Resources Policy";journal;"03014207";1,170;Q1;57;215;347;9269;1412;341;3,89;43,11;United Kingdom;"Elsevier Ltd.";"1974-ongoing";"Economics and Econometrics (Q1); Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
136;25098;"Future of Children";journal;"15501558, 10548289";1,153;Q1;75;0;49;0;159;47;3,29;0,00;United States;"David and Lucile Packard Foundation";"1994-ongoing";"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)"
137;16192;"Media, Culture and Society";journal;"01634437";1,149;Q1;59;119;246;5012;525;236;2,09;42,12;United States;"SAGE Publications";"1979-ongoing";"Communication (Q1); Sociology and Political Science (Q1)"
138;21100385960;"American Journal of Cultural Sociology";journal;"20497121";1,142;Q1;8;28;48;2076;70;42;1,63;74,14;Netherlands;"Elsevier BV";"2014-ongoing";"Sociology and Political Science (Q1)"
139;19700170417;"Journal of Information Technology and Politics";journal;"19331681, 1933169X";1,142;Q1;35;24;72;1445;177;70;2,51;60,21;United States;"Routledge";"2008-ongoing";"Computer Science (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
140;5700181569;"Journal of Gambling Studies";journal;"10505350, 15733602";1,137;Q1;69;81;225;4064;636;224;2,76;50,17;United States;"Kluwer Academic/Plenum Publishers";"1990-ongoing";"Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
141;21100814045;"Journal of Human Rights and the Environment";journal;"17597188, 17597196";1,131;Q1;5;11;25;475;39;21;1,86;43,18;United Kingdom;"Edward Elgar Publishing Ltd.";"2016-ongoing";"Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
142;4000151818;"Mobilization";journal;"1086671X";1,117;Q1;35;24;74;1808;130;74;1,69;75,33;United States;"San Diego State University";"2005-2012, 2014-ongoing";"Sociology and Political Science (Q1); Transportation (Q1)"
143;5700162364;"Journal of European Integration";journal;"07036337, 14772280";1,116;Q1;28;77;170;3894;300;164;1,56;50,57;United Kingdom;"Routledge";"1970, 1977-1995, 2010-ongoing";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
144;147231;"International Review for the Sociology of Sport";journal;"10126902";1,095;Q1;51;84;188;4101;395;185;2,03;48,82;United States;"SAGE Publications";"1966-2002, 2004-ongoing";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Sports Science (Q2)"
145;18405;"Educational Technology and Society";journal;"14364522";1,085;Q1;73;87;320;3709;1121;312;3,24;42,63;Taiwan;"National Taiwan Normal University";"1998-ongoing";"Education (Q1); E-learning (Q1); Engineering (miscellaneous) (Q1); Sociology and Political Science (Q1)"
146;19774;"International Journal of Public Opinion Research";journal;"14716909, 09542892";1,079;Q1;47;28;87;1206;162;85;2,04;43,07;United Kingdom;"Oxford University Press";"1989-ongoing";"Sociology and Political Science (Q1)"
147;19700187804;"Children's Geographies";journal;"14733285";1,075;Q1;47;77;162;3087;345;149;1,88;40,09;United Kingdom;"Carfax Publishing Ltd.";"2003-ongoing";"Geography, Planning and Development (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
148;17670;"Comparative Studies in Society and History";journal;"00104175, 14752999";1,074;Q1;46;44;117;2483;137;102;1,12;56,43;United Kingdom;"Cambridge University Press";"1958-ongoing";"History (Q1); Sociology and Political Science (Q1)"
149;25675;"Journal of Early Adolescence";journal;"02724316";1,061;Q1;62;79;145;4417;317;141;1,86;55,91;United States;"SAGE Publications";"1981-ongoing";"Life-span and Life-course Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)"
150;17591;"Law and Society Review";journal;"00239216, 15405893";1,061;Q1;65;43;101;2872;176;83;1,76;66,79;United Kingdom;"Blackwell Publishing Inc.";"1977-1979, 1983, 1985, 1987, 1996-ongoing";"Law (Q1); Sociology and Political Science (Q1)"
151;22751;"Journal of Economic Inequality";journal;"15691721";1,057;Q1;31;37;72;1581;134;64;1,51;42,73;Netherlands;"Kluwer Academic Publishers";"2004-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
152;80321;"Pacific Review";journal;"09512748, 14701332";1,048;Q1;41;70;128;3924;237;120;1,97;56,06;United Kingdom;"Taylor & Francis";"1988-ongoing";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
153;22773;"Policy Sciences";journal;"00322687, 15730891";1,045;Q1;49;34;92;2502;260;87;2,84;73,59;Netherlands;"Kluwer Academic Publishers";"1970-ongoing";"Development (Q1); Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
154;100147345;"Journal of Sociolinguistics";journal;"13606441";1,041;Q1;42;23;85;1220;140;80;1,80;53,04;United Kingdom;"Blackwell Publishing Inc.";"2004-ongoing";"History and Philosophy of Science (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Philosophy (Q1); Sociology and Political Science (Q1)"
155;24734;"American Journal of Evaluation";journal;"10982140";1,040;Q1;48;56;107;1918;188;104;1,55;34,25;United States;"SAGE Publications Inc.";"1981-ongoing";"Business and International Management (Q1); Education (Q1); Health (social science) (Q1); Social Psychology (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)"
156;22087;"Theoretical Criminology";journal;"13624806";1,040;Q1;63;56;90;2890;236;82;2,44;51,61;United States;"SAGE Publications";"1997-ongoing";"Law (Q1); Pathology and Forensic Medicine (Q1); Sociology and Political Science (Q1)"
157;22915;"Journal of Economic Psychology";journal;"01674870";1,039;Q1;82;66;232;3141;447;227;1,76;47,59;Netherlands;"North-Holland Publ Co";"1981-ongoing";"Applied Psychology (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2)"
158;26364;"Journal of Strategic Studies";journal;"01402390";1,029;Q1;28;51;156;2638;213;130;1,37;51,73;United Kingdom;"Frank Cass Publishers";"1978-ongoing";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
159;18090;"Sociological Methodology";journal;"14679531, 00811750";1,024;Q1;46;17;46;315;67;27;1,72;18,53;United States;"SAGE Publications";"1987-1990, 1993, 1996-ongoing";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
160;15382;"Journal of Applied Behavior Analysis";journal;"00218855";1,015;Q1;71;86;233;2417;542;231;2,11;28,10;United States;"Wiley-Blackwell";"1968-ongoing";"Philosophy (Q1); Sociology and Political Science (Q1); Applied Psychology (Q2)"
161;16996;"Modern China";journal;"00977004";1,007;Q1;34;30;61;2079;68;61;1,03;69,30;United States;"SAGE Publications";"1975-ongoing";"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
162;14230;"Cultural Diversity and Ethnic Minority Psychology";journal;"10999809";1,005;Q1;69;70;191;3824;435;182;1,91;54,63;United States;"American Psychological Association";"1999-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
163;145502;"Journal of Youth Studies";journal;"14699680, 13676261";1,001;Q1;46;105;254;5849;606;246;2,16;55,70;United Kingdom;"Carfax Publishing Ltd.";"2003-ongoing";"Life-span and Life-course Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
164;26124;"Ethnic and Racial Studies";journal;"01419870, 14664356";0,999;Q1;79;209;593;8137;979;562;1,43;38,93;United Kingdom;"Routledge";"1978-ongoing";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)"
165;22762;"Policy and Politics";journal;"03055736, 14708442";0,988;Q1;45;36;102;2214;270;100;2,70;61,50;United Kingdom;"The Policy Press";"1979-ongoing";"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
166;17900156739;"Journal of Eastern African Studies";journal;"17531055, 17531063";0,983;Q1;20;40;118;1966;161;116;1,40;49,15;United Kingdom;"Routledge";"2009-ongoing";"Anthropology (Q1); Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
167;21100870585;"Environmental Sociology";journal;"23251042";0,982;Q1;10;46;106;3353;245;96;2,61;72,89;United Kingdom;"Taylor and Francis Ltd.";"2015-ongoing";"Ecology (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
168;16032;"Administration and Society";journal;"00953997";0,973;Q1;52;87;157;4131;382;148;2,11;47,48;United States;"SAGE Publications";"1969-ongoing";"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
169;5700160451;"Politics and Religion";journal;"17550483";0,967;Q1;13;52;104;1905;92;97;0,76;36,63;United Kingdom;"Cambridge University Press";"2008-ongoing";"Religious Studies (Q1); Sociology and Political Science (Q1)"
170;28910;"Leisure Sciences";journal;"15210588, 01490400";0,960;Q1;59;79;99;3699;223;89;2,23;46,82;United Kingdom;"Taylor & Francis";"1977-ongoing";"Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1); Tourism, Leisure and Hospitality Management (Q1)"
171;25671;"Washington Quarterly";journal;"15309177, 0163660X";0,959;Q1;42;37;122;1927;157;121;1,05;52,08;United Kingdom;"Taylor & Francis";"1978-ongoing";"Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
172;25561;"Futures";journal;"00163287";0,958;Q1;69;110;241;5934;754;226;2,52;53,95;Netherlands;"Elsevier BV";"1968-ongoing";"Business and International Management (Q1); Development (Q1); Sociology and Political Science (Q1)"
173;13344;"Social Psychology of Education";journal;"15731928, 13812890";0,958;Q1;39;61;133;3937;303;133;2,15;64,54;Netherlands;"Kluwer Academic Publishers";"1996-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)"
174;23542;"Problems of Post-Communism";journal;"10758216";0,953;Q1;25;45;106;2841;181;84;1,64;63,13;United States;"M.E. Sharpe Inc.";"1996-ongoing";"Sociology and Political Science (Q1)"
175;28523;"Terrorism and Political Violence";journal;"09546553";0,948;Q1;44;107;222;2283;306;138;2,22;21,34;United Kingdom;"Frank Cass Publishers";"1989-ongoing";"Political Science and International Relations (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Sociology and Political Science (Q1)"
176;5600152814;"Journal of Public Economic Theory";journal;"14679779, 10973923";0,935;Q1;29;65;155;2138;186;153;1,21;32,89;United Kingdom;"Blackwell Publishing Inc.";"1999-ongoing";"Finance (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2)"
