Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
467;21100218075;"Microwave Review";journal;"14505835";0,133;Q4;4;13;40;190;8;35;0,27;14,62;Serbia;"Society for Microwave Technique, Technologies and Systems and Serbia and Montenegro IEEE MTT-S Chapter";"2012-ongoing";"Electrical and Electronic Engineering (Q4); Law (Q4)"
468;8500153124;"Environmental and Planning Law Journal";journal;"0813300X";0,131;Q4;16;0;36;0;9;31;1,67;0,00;Australia;"Law Book Co.";"1984-ongoing";"Geography, Planning and Development (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4)"
469;21100792108;"Law and Humanities";journal;"17521483, 17521491";0,130;Q4;3;15;46;631;7;35;0,24;42,07;United Kingdom;"Taylor and Francis Ltd.";"2007, 2015-ongoing";"Arts and Humanities (miscellaneous) (Q3); Law (Q4)"
470;17700155038;"Droit et Societe";journal;"19696973, 07693362";0,129;Q4;12;0;94;0;13;91;0,12;0,00;France;"Librairie Generale de Droit et de Jurisprudence";"2001-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
471;5000154506;"Neohelicon";journal;"15882810, 03244652";0,128;Q4;7;63;130;1933;13;121;0,09;30,68;Netherlands;"Kluwer Academic Publishers";"1973-2002, 2006-ongoing";"Arts and Humanities (miscellaneous) (Q3); Law (Q4); Social Sciences (miscellaneous) (Q4)"
472;17700156417;"Asian Journal of Comparative Law";journal;"19320205";0,127;Q4;7;22;42;572;8;36;0,26;26,00;United Kingdom;"Cambridge University Press";"2009-ongoing";"Law (Q4)"
473;13131;"Columbia Journal of Law and Social Problems";journal;"00101923";0,127;Q4;9;15;51;1067;12;51;0,16;71,13;United States;"Darby Publishing";"1973, 1975-1976, 1978, 1980, 1985-1986, 1989-1990, 1992-ongoing";"Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
474;27845;"Military Law Review";journal;"00264040";0,127;Q4;11;0;53;0;11;53;0,16;0,00;United States;"US Army Judge Advocate General's Corps";"1973, 1987, 1989, 1995-ongoing";"Law (Q4)"
475;21100855754;"Australian Journal of Human Rights";journal;"2573573X, 1323238X";0,126;Q4;11;18;49;1090;12;44;0,19;60,56;Australia;"Taylor and Francis Ltd.";"1994, 1996-ongoing";"History (Q2); Philosophy (Q3); Law (Q4); Sociology and Political Science (Q4)"
476;21979;"Deutsche Lebensmittel-Rundschau";journal;"00120413";0,126;Q4;23;83;246;642;20;201;0,05;7,73;Germany;"Wissenschaftliche Verlagsgesellschaft";"1948-1949, 1961, 1973-1989, 1996-ongoing";"Industrial and Manufacturing Engineering (Q3); Food Science (Q4); Law (Q4)"
477;21100248874;"Dilemas";journal;"19835922, 21782792";0,126;Q4;7;18;100;649;15;98;0,05;36,06;Brazil;"Universidade Federal do Rio de Janeiro - UFRJ";"2013-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
478;7100153147;"Arab Law Quarterly";journal;"15730255, 02680556";0,125;Q4;11;24;54;1128;9;54;0,19;47,00;Netherlands;"Brill";"1996-ongoing";"Law (Q4)"
479;145329;"International Journal of Discrimination and the Law";journal;"13582291";0,125;Q4;7;14;45;542;16;36;0,48;38,71;United States;"SAGE Publications";"2000, 2005-2009, 2011-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
480;28933;"Judicature";journal;"00225800";0,125;Q4;19;36;119;525;5;76;0,07;14,58;United States;"American Judicature Society";"1990, 1996-ongoing";"Law (Q4)"
481;21100287304;"Manchester Journal of International Economic Law";journal;"17423945";0,125;Q4;4;18;66;766;5;59;0,05;42,56;United Kingdom;"Electronicpublications.org Ltd";"2013-ongoing";"Economics and Econometrics (Q4); Law (Q4)"
482;5700153945;"Alternative Law Journal";journal;"1037969X";0,124;Q4;8;76;187;556;31;110;0,34;7,32;United States;"SAGE Publications Inc.";"2008-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
483;21100781880;"Concurrences";journal;"21160090, 17739578";0,124;Q4;2;617;1876;1529;8;1070;0,00;2,48;France;"Institute of Competition Law";"2016-ongoing";"Economics and Econometrics (Q4); Law (Q4)"
484;15743;"Employee Relations Law Journal";journal;"00988898";0,124;Q4;5;0;1;0;0;1;0,00;0,00;United States;"Aspen Publishers";"1978-2013, 2015";"Law (Q4); Organizational Behavior and Human Resource Management (Q4)"
485;17400154818;"ERA Forum";journal;"16123093, 18639038";0,124;Q4;7;47;115;674;13;104;0,15;14,34;Germany;"Springer Verlag";"2009-ongoing";"Law (Q4); Political Science and International Relations (Q4)"
486;21100818511;"International Journal for Court Administration";journal;"21567964";0,124;Q4;2;13;27;229;10;21;0,48;17,62;United States;"International Association for Court Administration";"2016-ongoing";"Law (Q4)"
487;27755;"Japanese Journal of Legal Medicine";journal;"00471887";0,124;Q4;13;2;1;0;0;1;0,00;0,00;Japan;"Nippon Hoi Gakkai";"1961-ongoing";"Health Policy (Q4); Law (Q4); Medicine (miscellaneous) (Q4)"
488;5800171010;"Oxford University Commonwealth Law Journal";journal;"14729342";0,123;Q4;2;6;43;23;10;42;0,28;3,83;United Kingdom;"Taylor & Francis";"2013-ongoing";"Law (Q4)"
489;21100228747;"Revista General de Derecho Administrativo";journal;"16969650";0,123;Q4;2;64;150;1124;8;114;0,09;17,56;Spain;"Iustel";"2012-ongoing";"Law (Q4)"
490;21100840720;"Transactions on Maritime Science";journal;"18483305, 18483313";0,123;Q4;1;23;20;477;4;15;0,27;20,74;Croatia;"Faculty of Maritime Studies";"2017-ongoing";"Ocean Engineering (Q3); Automotive Engineering (Q4); Law (Q4); Transportation (Q4); Water Science and Technology (Q4)"
491;16100154738;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte";journal;"03234096";0,123;Q4;6;20;77;757;8;74;0,13;37,85;Germany;"Walter de Gruyter GmbH";"2002-ongoing";"History (Q3); Law (Q4)"
492;21100820654;"Chinese Journal of Comparative Law";journal;"20504802, 20504810";0,122;Q4;4;9;43;267;10;43;0,26;29,67;United Kingdom;"Oxford University Press";"2013-ongoing";"Law (Q4)"
493;19700190345;"Criminal Justice Matters";journal;"19346220, 09627251";0,122;Q4;9;0;61;0;8;55;0,00;0,00;United Kingdom;"Taylor and Francis Inc.";"1989-1995, 2008, 2010-2015";"Law (Q4)"
494;19400156803;"Journal of Human Security";journal;"18353800";0,122;Q4;6;0;18;0;6;15;0,40;0,00;Switzerland;"Librello Publishing House";"2009-ongoing";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Sociology and Political Science (Q4)"
495;21100407836;"Journal of International Humanitarian Legal Studies";journal;"18781373, 18781527";0,122;Q4;7;4;33;152;3;29;0,00;38,00;Netherlands;"Brill";"2010-ongoing";"Law (Q4)"
496;21100832753;"European Business Law Review";journal;"1875841X, 09596941";0,121;Q4;2;39;48;1755;8;45;0,18;45,00;United Kingdom;"Wolters Kluwer (UK) Ltd.";"2017-ongoing";"Law (Q4)"
497;21100856607;"Diritto Pubblico Comparato ed Europeo";journal;"17204313";0,120;Q4;2;34;49;2083;8;43;0,19;61,26;Italy;"Societa Editrice Il Mulino";"2017-ongoing";"Law (Q4)"
498;18501;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Kanonistische Abteilung";journal;"03234142";0,120;Q4;3;11;79;215;3;76;0,04;19,55;Germany;"Bohlau Verlag";"1967, 2011-ongoing";"History (Q3); Law (Q4)"
499;21100235823;"King's Law Journal";journal;"09615768";0,119;Q4;4;21;87;893;22;68;0,34;42,52;United Kingdom;"Taylor & Francis";"2013-ongoing";"Law (Q4)"
500;29705;"Clinical Risk";journal;"13562622";0,118;Q4;12;0;68;0;11;54;0,23;0,00;United States;"SAGE Publications Inc.";"1995-ongoing";"Law (Q4); Medicine (miscellaneous) (Q4)"
501;5000157006;"Informatologia";journal;"13300067";0,118;Q4;5;15;58;350;10;57;0,10;23,33;Croatia;"Institute Informacijskih Znanosti/Institute for Information Sciences";"1999-ongoing";"Law (Q4)"
502;15718;"Israel Law Review";journal;"00212237";0,118;Q4;18;23;56;822;7;48;0,09;35,74;United Kingdom;"Cambridge University Press";"1974-1975, 1977-1981, 1983, 1992-2002, 2004-ongoing";"Law (Q4)"
503;23370;"Journal of Environmental Law and Litigation";journal;"10490280";0,118;Q4;9;11;28;114;6;24;0,18;10,36;United States;"University of Oregon";"1996-ongoing";"Geography, Planning and Development (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4)"
504;19700202605;"Law and Ethics of Human Rights";journal;"19382545";0,118;Q4;10;11;37;310;7;37;0,15;28,18;Germany;"Walter de Gruyter GmbH";"2010-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
505;17700155419;"Sur - International Journal of Human Rights";journal;"18066445";0,118;Q4;4;0;84;0;15;81;0,20;0,00;Brazil;"Sur - Rede Universitaria de Direitos Humanos";"2012-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
506;7200153169;"Legal History Review";journal;"00407585, 15718190";0,117;Q4;8;12;63;586;6;61;0,12;48,83;Netherlands;"Brill";"1996-ongoing";"History (Q3); Law (Q4)"
507;19200157108;"Competition Policy International";journal;"15540189, 15546853";0,116;Q4;10;0;13;0;3;12;0,00;0,00;United States;"Competition Policy International (CPI)";"2008-2015";"Economics and Econometrics (Q4); Law (Q4); Political Science and International Relations (Q4)"
508;21100224008;"Croatian Yearbook of European Law and Policy";journal;"18455662";0,116;Q4;5;0;33;0;5;30;0,05;0,00;Croatia;"Faculty of Law, University of Zagreb";"2012-ongoing";"Law (Q4)"
509;8000153132;"Global Jurist";journal;"19342640";0,116;Q4;5;21;48;1354;11;47;0,25;64,48;Germany;"Walter de Gruyter GmbH";"2007-ongoing";"Law (Q4); Political Science and International Relations (Q4)"
510;20500195077;"Historia Constitucional";journal;"15764729";0,116;Q4;4;21;40;1330;4;37;0,09;63,33;Spain;"Universidad de Oviedo";"2011-ongoing";"History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
511;56921;"International Journal of Speech, Language and the Law";journal;"17488885, 17488893";0,116;Q4;25;4;40;216;14;39;0,42;54,00;United Kingdom;"University of Birmingham";"1999-ongoing";"Linguistics and Language (Q3); Law (Q4)"
512;19700173001;"Journals of Intellectual Property Rights";journal;"09717544, 09751076";0,115;Q4;12;13;102;564;13;102;0,16;43,38;India;"National Institute of Science Communication and Information Resources (NISCAIR)";"2008-ongoing";"Law (Q4)"
513;5800157711;"Archiv fur Rechts- und Sozialphilosophie";journal;"00012343";0,114;Q4;3;22;91;1010;5;90;0,07;45,91;Germany;"Franz Steiner Verlag Wiesbaden GmbH";"2011-ongoing";"Philosophy (Q3); Law (Q4)"
514;21100229263;"Juridicas";journal;"17942918";0,114;Q4;2;18;43;706;10;38;0,29;39,22;Colombia;"Universidad de Caldas";"2012-ongoing";"Law (Q4)"
515;21100235820;"McGill Journal of Law and Health";journal;"19204825";0,114;Q4;2;2;18;31;4;15;0,18;15,50;Canada;"Faculty of Law, McGill University";"2013-ongoing";"Health Policy (Q4); Law (Q4)"
516;21100850746;"Russian journal of criminology";journal;"25004255";0,114;Q4;2;92;121;2246;11;121;0,09;24,41;Russian Federation;"Baikal National University of Economics and Law";"2016-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
517;21100276218;"Ecclesiastical Law Journal";journal;"0956618X, 17518539";0,113;Q4;12;55;85;350;6;59;0,06;6,36;United Kingdom;"Cambridge University Press";"1987-ongoing";"Religious Studies (Q3); Law (Q4)"
518;21100784265;"Ius Canonicum";journal;"0021325X, 22546219";0,113;Q4;3;12;43;671;3;43;0,07;55,92;Spain;"Servicio de Publicaciones de la Universidad De Navarra";"2016-ongoing";"Religious Studies (Q3); Law (Q4)"
519;90482;"Zbornik - Pravnog Fakulteta u Zagrebu";journal;"03502058";0,113;Q4;3;29;104;1194;7;96;0,09;41,17;Croatia;"University of Zagreb";"1984, 2007-ongoing";"Law (Q4)"
520;21100857559;"BRICS Law Journal";journal;"24122343, 24099058";0,112;Q4;1;20;26;276;2;16;0,13;13,80;Russian Federation;"University of Tyumen";"2017-ongoing";"Law (Q4)"
521;21100245722;"European Food and Feed Law Review";journal;"21908214, 18622720";0,112;Q4;5;0;207;0;20;177;0,07;0,00;Germany;"Lexxion";"2013-ongoing";"Food Science (Q4); Law (Q4)"
522;21100223783;"Giornale di Storia Costituzionale";journal;"15930793";0,112;Q4;2;40;45;2624;10;43;0,22;65,60;Italy;"Edizioni Universita Macerata";"2012-ongoing";"History (Q3); Law (Q4)"
523;21100811504;"Rivista di Filosofia del Diritto";journal;"2280482X";0,112;Q4;1;14;61;546;4;56;0,07;39,00;Italy;"Societa Editrice Il Mulino";"2016-ongoing";"Philosophy (Q3); Law (Q4)"
524;21100265065;"AFTE Journal";journal;"10489959";0,111;Q4;5;12;79;221;3;62;0,04;18,42;United States;"Association of Firearm and Tool Mark Examiners";"2013-ongoing";"Health (social science) (Q4); Law (Q4); Mechanics of Materials (Q4); Safety, Risk, Reliability and Quality (Q4)"
525;22720;"American Criminal Law Review";journal;"01640364";0,111;Q4;20;0;6;0;2;6;0,00;0,00;United States;"Georgetown University Law Center";"1975, 1981, 1986, 1991, 1996-2015";"Law (Q4)"
526;4700152628;"Frontiers of Law in China";journal;"16733541, 16733428";0,111;Q4;4;37;97;889;15;82;0,29;24,03;Germany;"Springer Verlag";"2006-ongoing";"Law (Q4)"
527;21100784268;"International Human Rights Law Review";journal;"22131027, 22131035";0,111;Q4;4;5;34;129;5;34;0,17;25,80;Netherlands;"Brill";"2012-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
528;4400151416;"Muslim World Journal of Human Rights";journal;"15544419";0,111;Q4;8;5;17;222;4;17;0,25;44,40;Germany;"Walter de Gruyter GmbH";"2006-2007, 2009-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
529;21100811503;"Revista de Estudos Constitucionais, Hermeneutica e Teoria do Direito";journal;"21752168";0,111;Q4;1;18;66;660;1;61;0,02;36,67;Brazil;"Universidade do Vale do Rio dos Sinos";"2016-ongoing";"Law (Q4)"
530;27801;"Journal of Maritime Law and Commerce";journal;"00222410";0,110;Q4;9;20;43;634;5;42;0,21;31,70;United States;"Jefferson Law Book Co.";"1979, 1996-ongoing";"Law (Q4); Political Science and International Relations (Q4)"
531;21100821128;"International Journal of Criminal Justice Sciences";journal;"09735089";0,109;Q4;1;18;20;601;2;20;0,10;33,39;India;"South Asian Society of Criminology and Victimology (SASCV)";"2017-ongoing";"Law (Q4)"
532;4000152138;"International Commentary on Evidence";journal;"15544567";0,108;Q4;7;3;3;24;0;3;0,00;8,00;Germany;"Walter de Gruyter GmbH";"2006-2007, 2009-ongoing";"Law (Q4)"
533;16293;"Journal of Planning and Environment Law";journal;"03074870";0,108;Q4;8;37;127;566;7;106;0,07;15,30;United Kingdom;"Sweet & Maxwell Ltd";"1970, 1979-1989, 1996-ongoing";"Geography, Planning and Development (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4)"
534;21100824449;"Norteamerica";journal;"18703550, 24487228";0,106;Q4;1;18;35;568;4;35;0,11;31,56;Mexico;"Universidad Nacional Autonoma de Mexico";"2016-ongoing";"Cultural Studies (Q3); Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
535;21100429175;"Northwestern Journal of International Law and Business";journal;"01963228";0,106;Q4;3;8;41;518;16;35;0,47;64,75;United States;"Northwestern University School of Law";"2015-ongoing";"Business and International Management (Q4); Law (Q4); Strategy and Management (Q4)"
536;7200153132;"Commonwealth Law Bulletin";journal;"03050718, 17505976";0,105;Q4;4;1;81;31;5;71;0,08;31,00;United Kingdom;"Taylor & Francis";"1974-1995, 2007-ongoing";"Law (Q4)"
537;19700183010;"Journal of International Commercial Law and Technology";journal;"19018401";0,105;Q4;8;0;5;0;0;5;0,00;0,00;Denmark;"International Association of IT Lawyers";"2006-2015";"Computer Science (miscellaneous) (Q4); Law (Q4)"
538;21100786380;"Perspectives on Federalism";journal;"20365438";0,105;Q4;2;40;46;1712;2;46;0,04;42,80;Germany;"Walter De Gruyter";"2016-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
539;21683;"University of Pittsburgh Law Review";journal;"00419915";0,105;Q4;14;19;42;1837;2;42;0,06;96,68;United States;"University of Pittsburgh Press";"1973-1975, 1977, 1979-1980, 1982, 1985, 1987, 1989, 1991, 1993-1994, 1996-ongoing";"Law (Q4)"
540;12622;"Albany law review";journal;"00024678";0,104;Q4;5;0;6;0;3;6;0,67;0,00;United States;"Albany Law School";"1973-1977, 1979, 1981-1982, 1992, 1994, 1996, 1999-2000, 2002-ongoing";"Law (Q4)"
541;5700161424;"Asia-Pacific Journal on Human Rights and the Law";journal;"13881906, 15718158";0,104;Q4;8;3;33;302;2;33;0,04;100,67;Netherlands;"Brill";"2000-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
542;19700187505;"International Journal of Private Law";journal;"17536243, 17536235";0,104;Q4;3;8;17;392;2;17;0,29;49,00;United Kingdom;"Inderscience Publishers";"2010-ongoing";"Law (Q4)"
543;21100259507;"International Journal of Public Law and Policy";journal;"20447671, 20447663";0,104;Q4;3;0;24;0;5;24;0,11;0,00;Switzerland;"Inderscience Publishers";"2011-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
544;86679;"Issues in Legal Scholarship";journal;"15398323";0,104;Q4;5;3;6;173;0;6;0,00;57,67;Germany;"Walter de Gruyter GmbH";"2004-2006, 2008-2009, 2011, 2013-ongoing";"Law (Q4)"
545;19400158814;"Quebec Journal of International Law";journal;"08289999";0,104;Q4;3;0;128;0;6;95;0,06;0,00;Canada;"Presses de l'Universite du Quebec a Montreal";"2007-ongoing";"Law (Q4)"
546;21100291842;"Revus";journal;"15817652";0,104;Q4;4;7;53;271;6;48;0,17;38,71;Slovenia;"Revus Klub";"2013-ongoing";"Law (Q4)"
547;20355;"Journal of Criminal Justice and Popular Culture";journal;"10708286";0,103;Q4;16;0;9;0;0;9;0,00;0,00;United States;"School of Criminal Justice, State University Of New York at Albany";"1996-1997, 2000-2010, 2016-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
548;12100157012;"Maghreb - Machrek";journal;"17623162";0,103;Q4;4;20;58;357;6;54;0,08;17,85;France;"Editions ESKA";"1987, 1989-1990, 1994, 2007-2011, 2013-ongoing";"Cultural Studies (Q3); History (Q3); Literature and Literary Theory (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
549;27777;"Medecine et Droit";journal;"12467391";0,103;Q4;7;27;60;368;6;58;0,05;13,63;France;"Elsevier Masson";"1995-ongoing";"Law (Q4); Medicine (miscellaneous) (Q4)"
550;16239;"The Journal of Law and Religion";journal;"07480814";0,103;Q4;13;16;67;1214;8;65;0,09;75,88;United Kingdom;"Cambridge University Press";"1983-1996, 1998-2010, 2012-2013, 2015-ongoing";"Religious Studies (Q3); Law (Q4)"
551;21100838839;"RevCEDOUA";journal;"08741093, 21822387";0,102;Q4;0;5;10;147;0;10;0,00;29,40;Portugal;"Imprensa da Universidade de Coimbra";"2017-ongoing";"Geography, Planning and Development (Q4); Law (Q4); Management, Monitoring, Policy and Law (Q4); Urban Studies (Q4)"
552;21100845659;"Revista Chilena de Derecho y Tecnologia";journal;"07192576, 07192584";0,102;Q4;0;7;12;217;0;11;0,00;31,00;Chile;"Universidad de Chile";"2017-ongoing";"Computer Networks and Communications (Q4); Information Systems (Q4); Law (Q4)"
553;21100851347;"Revista del Ministerio de Empleo y Seguridad Social";journal;"22543295, 22543511";0,102;Q4;1;0;12;0;1;11;0,09;0,00;Spain;"Ministerio de Empleo y Seguridad Social";"2017-ongoing";"Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Sociology and Political Science (Q4)"
554;17700155708;"Revue Internationale de Droit Penal";journal;"19516312, 02235404";0,102;Q4;5;0;17;0;2;16;0,00;0,00;France;"Eres Publishers";"2001-2015";"Law (Q4); Political Science and International Relations (Q4)"
555;21100403807;"African Journal of Legal Studies";journal;"17087384, 22109730";0,101;Q4;8;0;25;0;2;25;0,00;0,00;Netherlands;"Brill";"2004-2006, 2008-2009, 2011-ongoing";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
556;21100219313;"Asian Journal of WTO and International Health Law and Policy";journal;"18195164";0,101;Q4;6;14;26;198;5;25;0,20;14,14;Taiwan;"National Taiwan University Press : Asian Center for WTO & International Health Law and Policy";"2009-2012, 2016-ongoing";"Economics and Econometrics (Q4); Health (social science) (Q4); Law (Q4); Political Science and International Relations (Q4); Public Health, Environmental and Occupational Health (Q4)"
557;21100238636;"ATA Journal of Legal Tax Research";journal;"1543866X";0,101;Q4;2;3;18;58;1;17;0,00;19,33;United States;"American Accounting Association";"2011, 2014-ongoing";"Accounting (Q4); Finance (Q4); Law (Q4)"
558;21100831020;"Civilistica.com";journal;"23168374";0,101;Q4;1;20;26;437;0;25;0,00;21,85;Italy;"Revista Civilistica";"2017-ongoing";"Law (Q4)"
559;4700151614;"Communications Law";journal;"17467616";0,101;Q4;5;0;45;0;1;34;0,05;0,00;United Kingdom;"Tottel Publishing";"2004-ongoing";"Communication (Q4); Law (Q4)"
560;27936;"Family Law Quarterly";journal;"0014729X";0,101;Q4;17;0;21;0;0;15;0,00;0,00;United States;"American Bar Association";"1973-1975, 1977, 1979-1980, 1983-1985, 1988, 1991-1992, 1996-2012, 2017-ongoing";"Law (Q4); Social Sciences (miscellaneous) (Q4)"
561;21100401127;"Global Journal of Comparative Law";journal;"2211906X, 22119051";0,101;Q4;3;13;27;750;3;26;0,17;57,69;Netherlands;"Brill";"2012-ongoing";"Law (Q4)"
562;21100838726;"Glossae";journal;"22552707";0,101;Q4;0;14;39;575;0;39;0,00;41,07;Spain;"Institute for Social, Political and Legal Studies";"2017-ongoing";"History (Q4); Law (Q4)"
563;17300154836;"Grotiana";journal;"01673831, 18760759";0,101;Q4;6;5;21;88;1;21;0,00;17,60;Netherlands;"Brill";"1997-1998, 2007-ongoing";"History (Q4); Law (Q4)"
564;21100242265;"International Journal of Intellectual Property Management";journal;"14789647, 14789655";0,101;Q4;9;0;20;0;0;18;0,00;0,00;Switzerland;"Inderscience Publishers";"2006-ongoing";"Business and International Management (Q4); Law (Q4); Strategy and Management (Q4)"
565;21100305002;"Janus.net";journal;"16477251";0,101;Q4;2;20;44;912;6;42;0,10;45,60;Portugal;"OBSERVARE - Observatorio de Relacoes Exteriores (Observatory for External Relations)";"2014-ongoing";"Law (Q4); Political Science and International Relations (Q4)"
566;20370;"Journal of Gang Research";journal;"10793062";0,101;Q4;8;4;31;100;2;31;0,05;25,00;United States;"National Gang Crime Research Center";"2004-ongoing";"Arts and Humanities (miscellaneous) (Q4); Gender Studies (Q4); Law (Q4); Social Sciences (miscellaneous) (Q4)"
567;16200154747;"Journal of Juristic Papyrology";journal;"00754277";0,101;Q4;8;0;28;0;1;26;0,00;0,00;Poland;"Uniwersytet Warszawski";"2002-ongoing";"Archeology (Q4); Archeology (arts and humanities) (Q4); Law (Q4)"
568;19700175289;"Journal of South Pacific Law";journal;"16845307";0,101;Q4;2;0;32;0;0;32;0,00;0,00;Fiji;"University of the South Pacific";"2009, 2012-ongoing";"Law (Q4)"
569;19700173325;"Journal of the International Academy for Case Studies";journal;"10784950, 15325822";0,101;Q4;4;0;139;0;2;139;0,07;0,00;United States;"Allied Academies";"2009-2016 (cancelled)";"Business and International Management (Q4); Education (Q4); Law (Q4)"
570;21100858112;"Journal on European History of Law";journal;"20426402";0,101;Q4;1;53;41;1489;2;35;0,06;28,09;United Kingdom;"STS Science Centre Ltd.";"2017-ongoing";"History (Q4); Law (Q4)"
571;21100400180;"Law and Economics Yearly Review";journal;"20509014";0,101;Q4;4;7;44;83;9;42;0,00;11,86;United Kingdom;"Queen Mary University of London";"2012-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4)"
572;21100330726;"NTUT Journal of Intellectual Property Law and Management";journal;"22266771";0,101;Q4;2;5;26;152;0;22;0,00;30,40;Taiwan;"National Taipei University of Technology";"2012-ongoing";"Business and International Management (Q4); Law (Q4); Strategy and Management (Q4)"
573;21100777217;"Problema";journal;"20074387";0,101;Q4;1;12;44;212;0;24;0,00;17,67;Mexico;"Universidad Nacional Autonoma de Mexico";"2016-ongoing";"Law (Q4)"
574;21100868953;"Quinnipiac Law Review";journal;"10738606";0,101;Q4;1;8;21;376;2;20;0,10;47,00;United States;"Quinnipiac University School of Law";"2016-ongoing";"Law (Q4)"
575;21100837220;"Revista Latinoamericana de Derecho Social";journal;"24487899, 18704670";0,101;Q4;1;15;37;453;3;37;0,08;30,20;Mexico;"Universidad Nacional Autonoma de Mexico";"2016-ongoing";"Law (Q4)"
576;21100812584;"Revista Republicana";journal;"19094450, 22565027";0,101;Q4;1;10;37;315;0;37;0,00;31,50;Colombia;"Corporacion Universitaria Republicana";"2016-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
577;14098;"Studia Islamica";journal;"05855292, 19585705";0,101;Q4;7;3;22;36;4;22;0,25;12,00;France;"Brill Academic Publishers";"1970-1971, 1981, 1989, 2001-2007, 2013-ongoing";"Literature and Literary Theory (Q3); History (Q4); Language and Linguistics (Q4); Law (Q4); Linguistics and Language (Q4); Religious Studies (Q4)"
578;5800169547;"Acta Juridica Hungarica";journal;"12162574, 15882616";0,100;Q4;4;0;60;0;1;55;0,00;0,00;Hungary;"Akademiai Kiado Rt.";"2007-ongoing";"Law (Q4)"
579;12561;"Chinese Law and Government";journal;"00094609";0,100;Q4;4;10;153;0;2;142;0,02;0,00;United States;"M.E. Sharpe Inc.";"1968-1995, 2002-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
580;21100244605;"Cuestiones Constitucionales";journal;"24484881, 14059193";0,100;Q4;2;27;69;740;2;68;0,02;27,41;Mexico;"Universidad Nacional Autonoma de Mexico";"2013-ongoing";"Law (Q4); Sociology and Political Science (Q4)"
581;56567;"Hong Kong Law Journal";journal;"03780600";0,100;Q4;6;0;41;0;3;40;0,08;0,00;United Kingdom;"Sweet & Maxwell Ltd";"1985, 2010-ongoing";"Law (Q4)"
582;21100824428;"Hungarian Journal of Legal Studies";journal;"24985473";0,100;Q4;1;8;64;258;1;60;0,02;32,25;Hungary;"Akademiai Kiado";"2016-ongoing";"Law (Q4)"
583;21100842538;"Jusletter IT";journal;"1664848X";0,100;Q4;1;29;123;418;1;122;0,01;14,41;Switzerland;"Weblaw AG";"2017-ongoing";"Computer Science (miscellaneous) (Q4); Law (Q4)"
584;21885;"Moreana";journal;"00478105";0,100;Q4;3;10;80;292;4;67;0,09;29,20;France;"Association Amici Thomae Mori";"1975-1976, 2002-ongoing";"History (Q4); Law (Q4); Religious Studies (Q4)"
585;21100211733;"Osterreichisches Archiv fur Recht und Religion";journal;"15608670";0,100;Q4;3;15;73;98;0;66;0,00;6,53;Austria;"Plochl verlag";"2011-ongoing";"Law (Q4); Religious Studies (Q4)"
586;17700156406;"Revue Internationale de Droit Economique";journal;"10108831, 17821525";0,100;Q4;6;20;86;895;5;85;0,02;44,75;Belgium;"De Boeck & Larcier";"2001-ongoing";"Business and International Management (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4)"
587;11800154588;"Security and Human Rights";journal;"18747337";0,100;Q4;7;0;61;0;3;54;0,04;0,00;Netherlands;"Martinus Nijhoff Publishers";"2008-ongoing";"Law (Q4); Political Science and International Relations (Q4)"
